dataset,generation_engine,pruning_method,optimisation_engine,lookup_id,energy,status,xyz_file,log_file
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf185,-29.9686,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf185_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf185_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf96,-23.3445,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf96_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf96_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf220,-21.2954,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf220_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf220_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf132,-27.1503,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf132_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf132_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf89,-21.7968,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf89_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf89_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf249,-9.0619,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf249_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf249_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf219,-9.5762,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf219_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf219_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf116,-11.4955,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf116_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf116_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,QTKPMCIBUROOGY-UHFFFAOYSA-N_conf237,-15.454,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/QTKPMCIBUROOGY-UHFFFAOYSA-N_conf237_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/QTKPMCIBUROOGY-UHFFFAOYSA-N_conf237_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,QTKPMCIBUROOGY-UHFFFAOYSA-N_conf146,-16.5164,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/QTKPMCIBUROOGY-UHFFFAOYSA-N_conf146_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/QTKPMCIBUROOGY-UHFFFAOYSA-N_conf146_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,QTKPMCIBUROOGY-UHFFFAOYSA-N_conf214,-13.0273,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/QTKPMCIBUROOGY-UHFFFAOYSA-N_conf214_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/QTKPMCIBUROOGY-UHFFFAOYSA-N_conf214_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,QXLXSQHHHGJQDK-MDWZMJQESA-N_conf41,-20.1453,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/QXLXSQHHHGJQDK-MDWZMJQESA-N_conf41_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/QXLXSQHHHGJQDK-MDWZMJQESA-N_conf41_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,QXLXSQHHHGJQDK-MDWZMJQESA-N_conf85,-22.5127,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/QXLXSQHHHGJQDK-MDWZMJQESA-N_conf85_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/QXLXSQHHHGJQDK-MDWZMJQESA-N_conf85_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,QXLXSQHHHGJQDK-MDWZMJQESA-N_conf238,-23.7066,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/QXLXSQHHHGJQDK-MDWZMJQESA-N_conf238_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/QXLXSQHHHGJQDK-MDWZMJQESA-N_conf238_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,RBFPEAGEJJSYCX-UHFFFAOYSA-N_conf234,-23.5977,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/RBFPEAGEJJSYCX-UHFFFAOYSA-N_conf234_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/RBFPEAGEJJSYCX-UHFFFAOYSA-N_conf234_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,RBFPEAGEJJSYCX-UHFFFAOYSA-N_conf240,-23.3166,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/RBFPEAGEJJSYCX-UHFFFAOYSA-N_conf240_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/RBFPEAGEJJSYCX-UHFFFAOYSA-N_conf240_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,RBFPEAGEJJSYCX-UHFFFAOYSA-N_conf160,-22.7488,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/RBFPEAGEJJSYCX-UHFFFAOYSA-N_conf160_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/RBFPEAGEJJSYCX-UHFFFAOYSA-N_conf160_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,SJMYWORNLPSJQO-UHFFFAOYSA-N_conf63,-14.597,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/SJMYWORNLPSJQO-UHFFFAOYSA-N_conf63_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/SJMYWORNLPSJQO-UHFFFAOYSA-N_conf63_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,SJMYWORNLPSJQO-UHFFFAOYSA-N_conf83,-15.5657,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/SJMYWORNLPSJQO-UHFFFAOYSA-N_conf83_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/SJMYWORNLPSJQO-UHFFFAOYSA-N_conf83_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,SJMYWORNLPSJQO-UHFFFAOYSA-N_conf212,-15.0717,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/SJMYWORNLPSJQO-UHFFFAOYSA-N_conf212_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/SJMYWORNLPSJQO-UHFFFAOYSA-N_conf212_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,SUPCQIBBMFXVTL-UHFFFAOYSA-N_conf195,-10.3815,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/SUPCQIBBMFXVTL-UHFFFAOYSA-N_conf195_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/SUPCQIBBMFXVTL-UHFFFAOYSA-N_conf195_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,SUPCQIBBMFXVTL-UHFFFAOYSA-N_conf249,-12.5996,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/SUPCQIBBMFXVTL-UHFFFAOYSA-N_conf249_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/SUPCQIBBMFXVTL-UHFFFAOYSA-N_conf249_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,SUPCQIBBMFXVTL-UHFFFAOYSA-N_conf72,-11.2971,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/SUPCQIBBMFXVTL-UHFFFAOYSA-N_conf72_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/SUPCQIBBMFXVTL-UHFFFAOYSA-N_conf72_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,UUHZUEBKUREPBP-MDWZMJQESA-N_conf238,-19.2304,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/UUHZUEBKUREPBP-MDWZMJQESA-N_conf238_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/UUHZUEBKUREPBP-MDWZMJQESA-N_conf238_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,UUHZUEBKUREPBP-MDWZMJQESA-N_conf154,-22.404,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/UUHZUEBKUREPBP-MDWZMJQESA-N_conf154_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/UUHZUEBKUREPBP-MDWZMJQESA-N_conf154_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,UUHZUEBKUREPBP-MDWZMJQESA-N_conf125,-19.53,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/UUHZUEBKUREPBP-MDWZMJQESA-N_conf125_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/UUHZUEBKUREPBP-MDWZMJQESA-N_conf125_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,VEBCLRKUSAGCDF-RWLZTCESSA-N_conf26,-26.6871,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/VEBCLRKUSAGCDF-RWLZTCESSA-N_conf26_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/VEBCLRKUSAGCDF-RWLZTCESSA-N_conf26_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,VEBCLRKUSAGCDF-RWLZTCESSA-N_conf119,-30.1073,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/VEBCLRKUSAGCDF-RWLZTCESSA-N_conf119_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/VEBCLRKUSAGCDF-RWLZTCESSA-N_conf119_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,VEBCLRKUSAGCDF-RWLZTCESSA-N_conf151,-29.3789,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/VEBCLRKUSAGCDF-RWLZTCESSA-N_conf151_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/VEBCLRKUSAGCDF-RWLZTCESSA-N_conf151_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,VFHVQBAGLAREND-UHFFFAOYSA-N_conf186,-20.6552,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/VFHVQBAGLAREND-UHFFFAOYSA-N_conf186_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/VFHVQBAGLAREND-UHFFFAOYSA-N_conf186_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,VFHVQBAGLAREND-UHFFFAOYSA-N_conf126,-20.8183,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/VFHVQBAGLAREND-UHFFFAOYSA-N_conf126_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/VFHVQBAGLAREND-UHFFFAOYSA-N_conf126_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,VFHVQBAGLAREND-UHFFFAOYSA-N_conf49,-17.197,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/VFHVQBAGLAREND-UHFFFAOYSA-N_conf49_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/VFHVQBAGLAREND-UHFFFAOYSA-N_conf49_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,VVQNEPGJFQJSBK-UHFFFAOYSA-N_conf181,-9.3352,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/VVQNEPGJFQJSBK-UHFFFAOYSA-N_conf181_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/VVQNEPGJFQJSBK-UHFFFAOYSA-N_conf181_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,VVQNEPGJFQJSBK-UHFFFAOYSA-N_conf59,-8.5259,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/VVQNEPGJFQJSBK-UHFFFAOYSA-N_conf59_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/VVQNEPGJFQJSBK-UHFFFAOYSA-N_conf59_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,VVQNEPGJFQJSBK-UHFFFAOYSA-N_conf8,-9.1521,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/VVQNEPGJFQJSBK-UHFFFAOYSA-N_conf8_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/VVQNEPGJFQJSBK-UHFFFAOYSA-N_conf8_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,YIJYFLXQHDOQGW-UHFFFAOYSA-N_conf95,-41.8188,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/YIJYFLXQHDOQGW-UHFFFAOYSA-N_conf95_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/YIJYFLXQHDOQGW-UHFFFAOYSA-N_conf95_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,YIJYFLXQHDOQGW-UHFFFAOYSA-N_conf207,-41.2771,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/YIJYFLXQHDOQGW-UHFFFAOYSA-N_conf207_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/YIJYFLXQHDOQGW-UHFFFAOYSA-N_conf207_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,YIJYFLXQHDOQGW-UHFFFAOYSA-N_conf38,-41.3501,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/YIJYFLXQHDOQGW-UHFFFAOYSA-N_conf38_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/YIJYFLXQHDOQGW-UHFFFAOYSA-N_conf38_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,ZDQNWDNMNKSMHI-FRRDWIJNSA-N_conf41,-28.3695,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/ZDQNWDNMNKSMHI-FRRDWIJNSA-N_conf41_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/ZDQNWDNMNKSMHI-FRRDWIJNSA-N_conf41_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,ZDQNWDNMNKSMHI-FRRDWIJNSA-N_conf203,-32.8503,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/ZDQNWDNMNKSMHI-FRRDWIJNSA-N_conf203_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/ZDQNWDNMNKSMHI-FRRDWIJNSA-N_conf203_xtb.log
acrylates,rdkit,topN_3,gxtb_GFN2-xTB,ZDQNWDNMNKSMHI-FRRDWIJNSA-N_conf135,-33.1267,converged,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/xyz/ZDQNWDNMNKSMHI-FRRDWIJNSA-N_conf135_opt.xyz,pipeline_data/5_conformer_xyz_optimised/acrylates/rdkit/topN_3/gxtb_GFN2-xTB/log/ZDQNWDNMNKSMHI-FRRDWIJNSA-N_conf135_xtb.log
